ID,Category,Question,Answer1,Answer2,Answer3,Answer4,Answer5,Answer6,Answer7,Answer8,Answer9,Answer10,CorrectAns1,CorrectAns2,CorrectAns3
1206,SUPPLIER MANAGEMENT,"What is the ""8D Report""?",Project management technique,Team building method,Product approval plan,Problem solving approach,NIL,NIL,NIL,NIL,NIL,NIL,Problem solving approach,NIL,NIL
1207,SUPPLIER MANAGEMENT,"What is the ""8D-Report"" based on?",8 disciplines of problem solving,8 day progress period,8 disciplines of financial accounting,8 principles of danger,NIL,NIL,NIL,NIL,NIL,NIL,8 disciplines of problem solving,NIL,NIL
1208,SUPPLIER MANAGEMENT,"What does ""S"" means in FMEA?",Scandal,Support,Severity,Sickness,NIL,NIL,NIL,NIL,NIL,NIL,Severity,NIL,NIL
1209,SUPPLIER MANAGEMENT,"What does ""O"" means in FMEA?",Otrokovice,Occurrence,Outside,Overall,NIL,NIL,NIL,NIL,NIL,NIL,Occurrence,NIL,NIL
1210,SUPPLIER MANAGEMENT,What is the main goal of FMEA?,Identify risks,Fulfill customer requirements,Give boring tasks to interns,None of previous,NIL,NIL,NIL,NIL,NIL,NIL,Identify risks,NIL,NIL
1211,SUPPLIER MANAGEMENT,What is the definition of nonconformity?,Non fulfillment of a documented requirement,Any deviation according to Quality Dept,Any dimensional deviation,Lack of material,NIL,NIL,NIL,NIL,NIL,NIL,Non fulfillment of a documented requirement,NIL,NIL
1212,SUPPLIER MANAGEMENT,What is the purpose of ISO/TS 16949 requirement 7.2 Customer related process?,Identify and review customers needs,Process to prepare a quotation,How to store purchasing documentation,None of the above,NIL,NIL,NIL,NIL,NIL,NIL,Identify and review customers needs,NIL,NIL
1213,SUPPLIER MANAGEMENT,A nonconforming product can have one of the disposition:,Scrap,Repair,Accepted as it is,All options are correct,NIL,NIL,NIL,NIL,NIL,NIL,All options are correct,NIL,NIL
1214,SUPPLIER MANAGEMENT,How many PPAP levels exist?,2,5,16,4,NIL,NIL,NIL,NIL,NIL,NIL,5,NIL,NIL
1215,SUPPLIER MANAGEMENT,When a PPAP shall be submitted to customer?,Whenever the customer requires,For a new/modified product,Change in manufacturing process,All of above,NIL,NIL,NIL,NIL,NIL,NIL,All of above,NIL,NIL
1216,SUPPLIER MANAGEMENT,Which document is not part of PPAP file?,DFMEA,MSA,Contract,Capability,NIL,NIL,NIL,NIL,NIL,NIL,Contract,NIL,NIL
1217,SUPPLIER MANAGEMENT,All controls mentioned in the Control Plan shall match with FMEA?,Yes,No,Sometimes,All the above,NIL,NIL,NIL,NIL,NIL,NIL,Yes,NIL,NIL
1218,SUPPLIER MANAGEMENT,"A safety characteristic shall have ""severity"" rated as:",4 or 5,9 or 10,No rating is required,Depends on QM procedures,NIL,NIL,NIL,NIL,NIL,NIL,9 or 10,NIL,NIL
1219,SUPPLIER MANAGEMENT,When a process is considered as capable?,When CPk is higher than 1,When CPk is lower than 1,When CP is higher than 1,None of the above,NIL,NIL,NIL,NIL,NIL,NIL,When CP is higher than 1,NIL,NIL
1220,SUPPLIER MANAGEMENT,What does MSA mean?,Measurement system analysis,Much scrap accepted,Mystic science academy,None of the above,NIL,NIL,NIL,NIL,NIL,NIL,Measurement system analysis,NIL,NIL
1221,SUPPLIER MANAGEMENT,What does APQP mean?,Anonymous perception of quality progress,Advanced product quality planning,Awareness of people question program,None of the above,NIL,NIL,NIL,NIL,NIL,NIL,Advanced product quality planning,NIL,NIL
1222,SUPPLIER MANAGEMENT,Corrective actions are taken to,Prevent the recurrence of a nonconformity,Correct a nonconforming product,Avoid potential nonconformities,All the above,NIL,NIL,NIL,NIL,NIL,NIL,Prevent the recurrence of a nonconformity,NIL,NIL
1223,SUPPLIER MANAGEMENT,A customer complaint requires FMEA revision,TRUE,FALSE,Only if customer requires so,At company discretion,NIL,NIL,NIL,NIL,NIL,NIL,TRUE,NIL,NIL
1224,SUPPLIER MANAGEMENT,An ISO/TS 16949 certificate is valid for,3 years,5 years,1 year,"2,5 years",NIL,NIL,NIL,NIL,NIL,NIL,3 years,NIL,NIL
1225,SUPPLIER MANAGEMENT,In the FMEA what does RPN mean?,Risk prior notification,Resources planning needs,Risk priority number,None of the above,NIL,NIL,NIL,NIL,NIL,NIL,Risk priority number,NIL,NIL
1226,SUPPLIER MANAGEMENT,What is the meaning of TSL?,Total scrap level,Tire sidewall lettering,The sunshine laundry,Tire scrap level,NIL,NIL,NIL,NIL,NIL,NIL,Tire sidewall lettering,NIL,NIL
1227,SUPPLIER MANAGEMENT,The effectiveness of every corrective action shall be verified,TRUE,FALSE,Only if customer requires,Depends on seriousness of nonconformity,NIL,NIL,NIL,NIL,NIL,NIL,TRUE,NIL,NIL
1228,SUPPLIER MANAGEMENT,Which of the following is part of MSA?,Bias,Linearity,Stability,All the above,NIL,NIL,NIL,NIL,NIL,NIL,All the above,NIL,NIL
1229,SUPPLIER MANAGEMENT,The R&R study evaluates the influence of,Operators,Measurement equipment ,Both,None of the above,NIL,NIL,NIL,NIL,NIL,NIL,Both,NIL,NIL
1230,SUPPLIER MANAGEMENT,The main goal of a Quality System audit is,To identify  nonconformities,To train auditors,To understand the quality system,None of the above,NIL,NIL,NIL,NIL,NIL,NIL,None of the above,NIL,NIL
1231,SUPPLIER MANAGEMENT,Which is not required for an auditor,Fair judgment,Integrity,Charisma,All the above are required,NIL,NIL,NIL,NIL,NIL,NIL,---,NIL,NIL
1232,SUPPLIER MANAGEMENT,"What is the ""product"" of a QMS audit",Clear and complete audit report,Corrective actions,Nonconformities and evidences collected,None of the above,NIL,NIL,NIL,NIL,NIL,NIL,---,NIL,NIL
1233,SUPPLIER MANAGEMENT,What is the purpose of the “Structured Problem Solving” method?,"Identify, correct and eliminate a problem",Improve inner control,Improve relationship with customers,Better pricing,NIL,NIL,NIL,NIL,NIL,NIL,"Identify, correct and eliminate a problem",NIL,NIL
1234,SUPPLIER MANAGEMENT,"In the corporate, what is CEMS?",Continental Environment Management system,Continental Entity Management system,Continental Efficiency Management system,Controlling Entity Management system,NIL,NIL,NIL,NIL,NIL,NIL,Continental Entity Management system,NIL,NIL
1235,SUPPLIER MANAGEMENT,"in the corporate, what is OCM?",Organizational Change Management,Organizational Customer Management,Original Customer Management,Original Change Management,NIL,NIL,NIL,NIL,NIL,NIL,Organizational Change Management,NIL,NIL
1236,SUPPLIER MANAGEMENT,"Concerning the quality management of tire division, its impacts does not involve of which of the following?",Shipping,Development,Production and administration processes or technical systems ,Areas of environmental performance,NIL,NIL,NIL,NIL,NIL,NIL,Shipping,NIL,NIL
1237,SUPPLIER MANAGEMENT,How many projects does The Quality First Improvement Program projects cover?,0,1,100,19,NIL,NIL,NIL,NIL,NIL,NIL,19,NIL,NIL
1238,SUPPLIER MANAGEMENT,"_______is a unique brand proposition to help generate awareness with a disruptive call-to-action that sets Continental as a ""leading technology"" tire brand.",Upgrade your life,Upgrade your car,Upgrade your ride,Upgrade your Tire,NIL,NIL,NIL,NIL,NIL,NIL,Upgrade your ride,NIL,NIL
1239,SUPPLIER MANAGEMENT,"About the whole company, what is the first class of the Conti rule?",Division Rule,Corporate Rule,?BOC?Market Rule,Business unit Rule,NIL,NIL,NIL,NIL,NIL,NIL,Corporate Rule,NIL,NIL
1240,SUPPLIER MANAGEMENT,"About the whole company, which of the following is not the second class of the Conti rule?",Division Rule,Cross-division Rule,?BOC?Market Rule,Business unit Rule,NIL,NIL,NIL,NIL,NIL,NIL,Business unit Rule,NIL,NIL
1241,SUPPLIER MANAGEMENT,"About the whole company, what is the third class of the Conti rule?",Division Rule,Cross-division Rule,?BOC?Market Rule,Business unit Rule,NIL,NIL,NIL,NIL,NIL,NIL,Business unit Rule,NIL,NIL
1242,SUPPLIER MANAGEMENT,"About the whole company, which of the following is not included in four Core Initiatives?",Balance of Cooperation,Quality First,Cultural Development,Service First,NIL,NIL,NIL,NIL,NIL,NIL,Service First,NIL,NIL
1243,SUPPLIER MANAGEMENT,Must measuring devices be calibrated which are measuring process relevant parameters ?,It depends on the capacity of the metrology lab,It depends on the decision of the plant QM,The measuring devices must be calibrated,Calibration is recommended,NIL,NIL,NIL,NIL,NIL,NIL,The measuring devices must be calibrated,NIL,NIL
1244,SUPPLIER MANAGEMENT,Can any raw material be used for the compound  production?,"Yes, it shall be checked by the operator","Yes, but the superior of the operator must put a hand written information on the material","No, only if it is allowed to use it","No, only material that is identified and released",NIL,NIL,NIL,NIL,NIL,NIL,"No, only material that is identified and released",NIL,NIL
1245,SUPPLIER MANAGEMENT,Can a raw material expire?,"No, it can be used as long as it is available","No, but if it looks not good anymore it should not be used.","Yes, an expiration date for every raw material is defined","Yes, if a written information is on the material",NIL,NIL,NIL,NIL,NIL,NIL,"Yes, an expiration date for every raw material is defined",NIL,NIL
1246,SUPPLIER MANAGEMENT,If a measuring device is calibrated a function check in between the calibration intervals is not necessary.,A function check must be performed if the calibration is overdue.,Function checks must be performed to detect when a measuring device has been damaged.,A function check is not necessary because the device is calibrated.,If function checks are performed a calibration is not necessary.,NIL,NIL,NIL,NIL,NIL,NIL,Function checks must be performed to detect when a measuring device has been damaged.,NIL,NIL
1247,SUPPLIER MANAGEMENT,Compounds must be identified by an identification tag and an imprint on the compound slab.,An identification tag is sufficient.,Only the imprint on the compound slab is requested.,Both of the identification methods must be applied,A compound identificationis only required for non experienced operators,NIL,NIL,NIL,NIL,NIL,NIL,Both of the identification methods must be applied,NIL,NIL
1248,SUPPLIER MANAGEMENT,How are compounds being released after the last production step?,The compounds are released by visual inspection,A release of compounds is not required.,For every production run the physical properties of the compound are tested.,Every single batch of a production run must pass a rheometer test.,NIL,NIL,NIL,NIL,NIL,NIL,Every single batch of a production run must pass a rheometer test.,NIL,NIL
1249,SUPPLIER MANAGEMENT,The targets of the compound properties are specified by Central QM,The targets of the  properties are specified by R&D,The targets of the properties are specified by R&D and the plant compound industrialization,The targets of the compound properties are specified by Central QM,The targets of the compound properties are specified by Central Manufacturing and Central QM,NIL,NIL,NIL,NIL,NIL,NIL,The targets of the compound properties are specified by Central Manufacturing and Central QM,NIL,NIL
1250,SUPPLIER MANAGEMENT,What is the purpose of a supplier assessment?,To check an existing/known supplier site,To approve potential new supplier site,The same as a supplier audit,A regular supplier visit,NIL,NIL,NIL,NIL,NIL,NIL,To approve potential new supplier site,NIL,NIL
1251,SUPPLIER MANAGEMENT,What is the purpose of a supplier audit?,Technical visit of a supplier,To check the product quality of a supplier,To check production process of a supplier ,All three items,NIL,NIL,NIL,NIL,NIL,NIL,All three items,NIL,NIL
1252,SUPPLIER MANAGEMENT,What is a CoA?,Certificate of approval,Center of analysis,Certificate of analysis,Center of approval,NIL,NIL,NIL,NIL,NIL,NIL,Certificate of analysis,NIL,NIL
1253,SUPPLIER MANAGEMENT,What is a specification of a raw material?,A list of used ingredients,A list of desired properties,A list of required properties,A list for possible application of material,NIL,NIL,NIL,NIL,NIL,NIL,A list of required properties,NIL,NIL
1254,SUPPLIER MANAGEMENT,What is a control plan?,A location overview for entrance control,A list of product checks,A list of process checks,A list of product & process checks,NIL,NIL,NIL,NIL,NIL,NIL,A list of product & process checks,NIL,NIL
1255,SUPPLIER MANAGEMENT,What is a cross check for raw materials?,Comparison of 2 samples in 1 laboratory,Comparison of same sample in 2 laboratories ,Comparison of 2 samples in 2 laboratories,Comparison of measurements with CoA data,NIL,NIL,NIL,NIL,NIL,NIL,Comparison of same sample in 2 laboratories ,NIL,NIL
1256,SUPPLIER MANAGEMENT,What is a counter check for raw materials?,Comparison of 2 samples in 1 laboratory,Comparison of same sample in 2 laboratories ,Comparison of 2 samples in 2 laboratories,Comparison of measurements with CoA data,NIL,NIL,NIL,NIL,NIL,NIL,Comparison of measurements with CoA data,NIL,NIL
1257,SUPPLIER MANAGEMENT,What is a functional check for laboratory test devices?,A yearly calibration of test equipment,A monthly calibration of test equipment,A regular validation of equipment status,Regular check of on/off function,NIL,NIL,NIL,NIL,NIL,NIL,A regular validation of equipment status,NIL,NIL
1258,SUPPLIER MANAGEMENT,Who evaluates and release test devices for raw materials and compounds?,Material & Simulative Evaluation Depart.,Plant metrology department,Central Investment Purchasing,Plant Engineering,NIL,NIL,NIL,NIL,NIL,NIL,Material & Simulative Evaluation Depart.,NIL,NIL
1259,SUPPLIER MANAGEMENT,Which certificates are requested as a minimum from suppliers?,ISO TS 16949,ISO 9001 and ISO 14001,ISO 9001,ISO 50001,NIL,NIL,NIL,NIL,NIL,NIL,ISO 9001,NIL,NIL
1260,SUPPLIER MANAGEMENT,What is a dynamic test plan?,Test of dynamic properties,Adaptation of test frequency,Test of dynamic materials,Flexible test plan,NIL,NIL,NIL,NIL,NIL,NIL,Adaptation of test frequency,NIL,NIL
1261,SUPPLIER MANAGEMENT,What is the meaning of VDA?,Virtual dynamic analysis,Verband der Deutschen Automobilindustrie,Verein Deutscher Automobilbauer,Verification and decision analysis,NIL,NIL,NIL,NIL,NIL,NIL,Verband der Deutschen Automobilindustrie,NIL,NIL
1262,SUPPLIER MANAGEMENT,What is a C-property in a raw material specification?,Customer property,Classified property,Critical property,Property to be reported on CoA,NIL,NIL,NIL,NIL,NIL,NIL,Property to be reported on CoA,NIL,NIL
1263,SUPPLIER MANAGEMENT,Where are the documents for supplier quality management tires stored?,Share point,Confidential file server,PoMS,SAP QM,NIL,NIL,NIL,NIL,NIL,NIL,PoMS,NIL,NIL
1264,SUPPLIER MANAGEMENT,What are internal suppliers?,Suppliers/ plant  within Rubber Group,Plant internal deliveries,International suppliers,All suppliers delivering to Conti,NIL,NIL,NIL,NIL,NIL,NIL,Suppliers/ plant  within Rubber Group,NIL,NIL
1265,SUPPLIER MANAGEMENT,What are local suppliers?,Suppliers from local country,Suppliers contracted by corporate purchasing,Suppliers contracted by local purchasing,Suppliers from same location,NIL,NIL,NIL,NIL,NIL,NIL,Suppliers contracted by local purchasing,NIL,NIL
1266,SUPPLIER MANAGEMENT,What are A-class materials,Material release requires additional/ tire tests,Best of best materials,Materials from A-class suppliers,Materials for trials,NIL,NIL,NIL,NIL,NIL,NIL,Material release requires additional/ tire tests,NIL,NIL
1267,SUPPLIER MANAGEMENT,In which tool are supplier complaints created?,PoMS,SAP QM,GUTS,COMsys,NIL,NIL,NIL,NIL,NIL,NIL,SAP QM,NIL,NIL
1268,SUPPLIER MANAGEMENT,What is a proper reaction in case of non-conform material deliveries?,Contact purchasing,Block the material & create a complaint,Send material to supplier,Get angry,NIL,NIL,NIL,NIL,NIL,NIL,Block the material & create a complaint,NIL,NIL
1269,SUPPLIER MANAGEMENT,What is a QAA?,Quantity Assurance Agreement,Questions and Answers,Quality Analysis Action,Quality Assurance Agreement,NIL,NIL,NIL,NIL,NIL,NIL,Quality Assurance Agreement,NIL,NIL
1270,SUPPLIER MANAGEMENT,Which document list Continental's requirements for suppliers?,Raw material specification,Supplier Code of Conduct,Supplier Requirements Manual,All,NIL,NIL,NIL,NIL,NIL,NIL,All,NIL,NIL
1271,SUPPLIER MANAGEMENT,In which are the test for incoming raw materials performed?,In laboratory,In control room,In warehouse,In final finish,NIL,NIL,NIL,NIL,NIL,NIL,In laboratory,NIL,NIL
1272,SUPPLIER MANAGEMENT,What tests are performed in laboratory?,Curing times,Physical properties,Viscosity,All answer are correct,NIL,NIL,NIL,NIL,NIL,NIL,All answer are correct,NIL,NIL
1273,SUPPLIER MANAGEMENT,When do you know if a product is ok or not ok?,Before testing,After testing,If the components are black,In time of testing process,NIL,NIL,NIL,NIL,NIL,NIL,After testing,NIL,NIL
1274,SUPPLIER MANAGEMENT,Do you check truck before unloading,Yes,From time to time,No,Not really,NIL,NIL,NIL,NIL,NIL,NIL,Yes,NIL,NIL
1275,SUPPLIER MANAGEMENT,Do you check transport documents before unloading,Yes,From time to time,No,Not really,NIL,NIL,NIL,NIL,NIL,NIL,Yes,NIL,NIL
1276,SUPPLIER MANAGEMENT,Do you check truck seal before unloading,Yes,From time to time,No,Not really,NIL,NIL,NIL,NIL,NIL,NIL,Yes,NIL,NIL
1277,SUPPLIER MANAGEMENT,Do you check transport documents before unloading,Yes,From time to time,No,Not really,NIL,NIL,NIL,NIL,NIL,NIL,Yes,NIL,NIL
1278,SUPPLIER MANAGEMENT,Do you check packaging of raw materials before unloading,Yes,From time to time,No,Not really,NIL,NIL,NIL,NIL,NIL,NIL,Yes,NIL,NIL
1279,SUPPLIER MANAGEMENT,When you check expiration time for materials,Before Loading,During unloading,Never,When I have time,NIL,NIL,NIL,NIL,NIL,NIL,Before Loading,NIL,NIL
1280,SUPPLIER MANAGEMENT,When you check expiration time for materials,Before Loading,During unloading,Never,When I have time,NIL,NIL,NIL,NIL,NIL,NIL,Before Loading,NIL,NIL
1281,SUPPLIER MANAGEMENT,When you check labels for materials,Before Loading,During unloading,Never,When I have time,NIL,NIL,NIL,NIL,NIL,NIL,Before Loading,NIL,NIL
1282,SUPPLIER MANAGEMENT,Do you check transport documents before unloading,Yes,From time to time,No,Not really,NIL,NIL,NIL,NIL,NIL,NIL,Yes,NIL,NIL
1283,SUPPLIER MANAGEMENT,Who gives you green labels ,QM responsible,Shift leader,I prepare myself,Area manager,NIL,NIL,NIL,NIL,NIL,NIL,QM responsible,NIL,NIL
1284,SUPPLIER MANAGEMENT,Carbon black is unloaded,Only after testing,Before testing,Doesn't matter,When Ihave time,NIL,NIL,NIL,NIL,NIL,NIL,Only after testing,NIL,NIL
1285,SUPPLIER MANAGEMENT,What you do if you saw a nonconformity,Announce superior,Nothing,Call 112,Depend on situation,NIL,NIL,NIL,NIL,NIL,NIL,Announce superior,NIL,NIL
1286,SUPPLIER MANAGEMENT,Take over of machines is done,At beginning of shift,At the end of shift,In the middle of shift,None,NIL,NIL,NIL,NIL,NIL,NIL,At beginning of shift,NIL,NIL
1287,SUPPLIER MANAGEMENT,Machine receipt is checked,At beginning of shift,At the end of shift,In the middle of shift,None,NIL,NIL,NIL,NIL,NIL,NIL,At beginning of shift,NIL,NIL
1288,SUPPLIER MANAGEMENT,Traceability book is fulfilled ,Every time when we change a material,At beginning of shift,At the end of shift,From time to time,NIL,NIL,NIL,NIL,NIL,NIL,Every time when we change a material,NIL,NIL
1289,SUPPLIER MANAGEMENT,Do you check truck before unloading,Yes,From time to time,No,Not really,NIL,NIL,NIL,NIL,NIL,NIL,Yes,NIL,NIL
1290,SUPPLIER MANAGEMENT,What FM means,Final Mix,Failure mode,Finished mix,Noting,NIL,NIL,NIL,NIL,NIL,NIL,Final Mix,NIL,NIL
1291,SUPPLIER MANAGEMENT,What MB means,Master batch,Master bound,Mother batch,Noting,NIL,NIL,NIL,NIL,NIL,NIL,Master batch,NIL,NIL
1292,SUPPLIER MANAGEMENT,What CB means,Carbon black,Carbon bound,Carbon batch,Noting,NIL,NIL,NIL,NIL,NIL,NIL,Carbon black,NIL,NIL
1293,SUPPLIER MANAGEMENT,MDR is,Testing equipment,Mixing machine,Extrusion machine,Chemical material,NIL,NIL,NIL,NIL,NIL,NIL,Testing equipment,NIL,NIL
1294,SUPPLIER MANAGEMENT,A TCU shows,Temperature,Humidity,Weight,Length,NIL,NIL,NIL,NIL,NIL,NIL,Temperature,NIL,NIL
1295,SUPPLIER MANAGEMENT,A MDR shows,Curing time,Weather forecast,Weight,Length,NIL,NIL,NIL,NIL,NIL,NIL,Curing time,NIL,NIL
1296,SUPPLIER MANAGEMENT,A MV200  shows,Viscosity,Weather forecast,Weight,Temperature,NIL,NIL,NIL,NIL,NIL,NIL,Viscosity,NIL,NIL
1297,SUPPLIER MANAGEMENT,In which are the test for incoming raw materials performed?,In laboratory,In control room,In warehouse,In final finish,NIL,NIL,NIL,NIL,NIL,NIL,In laboratory,NIL,NIL
